0.014,147,-1,41,-1,-1,61,-1,2,1,29,1.7,1.4,0,0,15,0
0.037,147,14,74,-1,37.5,61,-1,-1,1,29,1.7,1.4,0,0,-1,1
0.364,170,-1,92,-1,-1,62,-1,2,1,33,1.7,1.4,0,0,16,0
0.364,147,14,92,-1,38.5,62,-1,-1,1,33,1.7,1.4,0,0,-1,1
0.703,170,14.1,104,-1,36.5,96,-1,2,1,76,1.7,0.285,0,492,15,0
0.706,170,14,118,-1,36.8,60,-1,2,1,44,0.706,0,0,492,16,0
0.735,170,14.1,113,-1,36.9,60,-1,2,1,46,1.106,0.121,0,486,16,0
0.735,200,14.1,113,-1,36.9,60,-1,-1,1,46,1.106,0.121,0,486,-1,1
0.747,200,14.1,113,-1,36.9,62,-1,-1,1,44,1.106,0.121,0,492,-1,1
0.747,170,14.1,113,-1,36.9,62,100,2,1,44,1.106,0.121,0,492,16,0
0.779,170,14,80,-1,36.9,60,-1,-1,1,55,1.106,0.121,0,479,-1,1
0.854,167,14.3,83,-1,36.9,60,-1,-1,1,50,1.706,0.342,0,492,-1,1
0.854,167,14.3,83,-1,36.9,60,-1,-1,1,50,1.706,0.342,0,492,-1,1
0.94,167,14.3,86,-1,36.9,65,-1,-1,1,48,1.706,0.342,0,486,-1,1
1.025,167,14.3,83,-1,36.9,60,-1,-1,1,50,1.706,0.342,0,486,-1,1
1.025,167,14.3,83,-1,36.9,60,100,2,1,50,1.706,0.342,0,486,15,0
1.025,167,14.3,83,-1,36.9,60,-1,-1,1,50,1.706,0.342,0,486,-1,1
1.207,186,14.3,101,-1,37,64,-1,-1,1,52,1.706,0.342,0,486,-1,1
1.218,189,14.3,104,-1,37,63,-1,2,1,49,1.706,0.342,0,479,14,0
1.218,189,14.3,104,-1,37,63,-1,-1,1,49,1.706,0.342,0,479,-1,1
1.294,189,14.3,104,-1,36.9,64,-1,-1,1,42,1.706,0.342,0,486,-1,1
1.312,189,14.3,95,-1,37,64,100,2,1,54,1.706,0.342,0,479,14,0
1.386,189,14.1,92,-1,37,75,-1,2,1,50,1.706,0.342,0,492,14,0
1.47,186,14.1,101,-1,37,73,-1,2,1,46,1.706,0.342,0,486,16,0
1.556,189,14.1,101,-1,37,69,-1,2,1,51,1.706,0.342,0,492,14,0
1.642,189,14.1,95,-1,37,68,-1,2,1,54,1.706,0.342,0,486,16,0
1.693,189,14.1,95,-1,37,76,-1,2,1,52,1.706,0.342,0,479,14,1
1.706,0,14.1,8,-1,37,76,-1,2,1,-37,1.706,0,0,545,16,0
1.706,0,13.5,44,-1,32.5,69,-1,-1,1,57,1.706,0,0,799,-1,1
0.002,200,14.2,29,-1,36.9,60,-1,2,1,79,3,0.75,0,492,15,0
0.008,200,14.2,35,-1,36.9,60,-1,-1,1,63,3,0.75,0,467,-1,1
0.017,200,14.3,38,-1,36.9,60,-1,-1,1,69,3,0.75,0,467,-1,1
0.031,200,14.3,38,-1,36.9,60,-1,-1,1,67,3,0.75,0,473,-1,1
0.045,200,14.3,41,-1,37,60,-1,-1,1,68,3,0.75,0,467,-1,1
0.055,200,14.3,38,-1,37,60,-1,-1,1,67,3,0.75,0,467,-1,1
0.07,200,14.3,38,-1,37,60,-1,-1,1,66,3,0.75,0,467,-1,1
0.084,200,14.3,44,-1,36.9,60,-1,-1,1,65,3,0.75,0,467,-1,1
0.099,200,14.3,41,-1,37,60,-1,-1,1,68,3,0.75,0,461,-1,1
0.107,200,14.2,41,-1,37.1,60,-1,-1,1,71,3,0.75,0,467,-1,1
0.122,200,14.2,41,-1,37.1,60,-1,-1,1,67,3,0.75,0,467,-1,1
0.127,200,14.3,44,-1,37.1,60,-1,-1,1,69,3,0.75,0,473,-1,1
0.136,200,14.3,41,-1,37.1,60,-1,-1,1,70,3,0.75,0,473,-1,1
0.146,200,14.3,41,-1,37.1,60,-1,-1,1,68,3,0.75,1,467,-1,1
0.161,200,14.3,44,-1,37.1,60,-1,-1,1,67,3,0.75,1,467,-1,1
0.172,198,14.3,41,-1,37.2,60,-1,-1,1,66,3,0.75,1,467,-1,1
0.186,200,14.3,44,-1,37.2,60,-1,-1,1,68,3,0.75,1,467,-1,1
0.195,200,14.3,41,-1,37.2,60,-1,-1,1,69,3,0.75,1,473,-1,1
0.21,200,14.3,41,-1,37.2,60,-1,-1,1,67,3,0.75,1,473,-1,1
0.224,200,14.3,44,-1,37.2,60,-1,-1,1,67,3,0.75,1,473,-1,1
0.234,200,14.3,41,-1,37.2,60,-1,-1,1,69,3,0.75,1,467,-1,1
0.248,200,14.3,41,-1,37.2,60,-1,-1,1,70,3,0.75,1,467,-1,1
0.263,200,14.3,41,-1,37.2,60,-1,-1,1,68,3,0.75,1,467,-1,1
0.277,200,14.3,44,-1,37.2,60,-1,-1,1,70,3,0.75,1,473,-1,1
0.287,200,14.3,41,-1,37.2,60,-1,-1,1,67,3,0.75,1,467,-1,1
0.301,200,14.3,44,-1,37.2,60,-1,-1,1,73,3,0.75,1,467,-1,1
0.316,200,14.3,44,-1,37.2,60,-1,-1,1,69,3,0.75,1,467,-1,1
0.324,200,14.3,46,-1,37.2,60,-1,-1,1,68,3,0.75,1,479,-1,1
0.336,200,14.3,44,-1,37.2,60,-1,-1,1,68,3,0.75,1,467,-1,1
0.35,200,14.3,44,-1,37.2,60,-1,-1,1,70,3,0.75,1,467,-1,1
0.364,200,14.3,44,-1,37.2,60,-1,-1,1,68,3,0.75,1,467,-1,1
0.374,200,14.3,44,-1,37.2,59,-1,-1,1,66,3,0.75,1,467,-1,1
0.384,200,14.3,47,-1,37.2,59,-1,-1,1,70,3,0.75,1,467,-1,1
0.399,200,14.3,47,-1,37.2,59,-1,-1,1,66,3,0.75,1,473,-1,1
0.413,200,14.3,44,-1,37.2,59,-1,-1,1,66,3,0.75,1,467,-1,1
0.422,200,14.3,44,-1,37.2,59,-1,-1,1,67,3,0.75,1,473,-1,1
0.436,200,14.3,44,-1,37.2,59,-1,-1,1,67,3,0.75,1,467,-1,1
0.451,200,14.3,44,-1,37.2,59,-1,-1,1,70,3,0.75,1,473,-1,1
0.465,200,14.3,44,-1,37.2,59,-1,-1,1,70,3,0.75,1,467,-1,1
0.475,200,14.3,44,-1,37.2,59,-1,2,1,67,3,0.75,1,461,15,0
0.487,200,14.3,50,-1,37.2,59,-1,-1,1,73,3,0.75,1,513,-1,1
0.501,200,14.3,44,-1,37.2,59,-1,-1,1,70,3,0.75,1,479,-1,1
0.51,200,14.4,44,-1,37.2,59,-1,-1,1,69,3,0.75,1,473,-1,1
0.524,200,14.3,44,-1,37.3,59,-1,-1,1,73,3,0.75,1,479,-1,1
0.539,200,14.3,44,-1,37.3,59,-1,-1,1,72,3,0.75,1,473,-1,1
0.553,200,14.3,44,-1,37.3,59,-1,-1,1,71,3,0.75,1,461,-1,1
0.563,200,14.3,44,-1,37.3,59,-1,-1,1,70,3,0.75,1,473,-1,1
0.577,200,14.3,47,-1,37.3,59,-1,-1,1,70,3,0.75,1,467,-1,1
0.592,200,14.3,47,-1,37.2,59,-1,-1,1,68,3,0.75,1,473,-1,1
0.601,200,14.3,44,-1,37.2,59,-1,-1,1,71,3,0.75,1,473,-1,1
0.615,198,14.3,44,-1,37.2,59,-1,-1,1,71,3,0.75,1,467,-1,1
0.629,198,14.3,44,-1,37.2,59,-1,-1,1,74,3,0.75,1,467,-1,1
0.643,200,14.3,44,-1,37.2,59,-1,-1,1,68,3,0.75,1,467,-1,1
0.649,200,14.3,52,-1,37.2,59,-1,-1,1,71,3,0.75,1,506,-1,1
0.664,200,14.3,47,-1,37.2,59,-1,-1,1,67,3,0.75,1,467,-1,1
0.678,198,14.3,44,-1,37.2,59,-1,-1,1,66,3,0.75,1,461,-1,1
0.692,200,14.3,47,-1,37.1,59,-1,-1,1,67,3,0.75,1,467,-1,1
0.702,200,14.3,44,-1,37.1,59,-1,-1,1,70,3,0.75,1,473,-1,1
0.717,200,14.3,44,-1,37.1,59,-1,-1,1,69,3,0.75,1,461,-1,1
0.731,200,14.3,44,-1,37.1,59,-1,-1,1,71,3,0.75,1,467,-1,1
